"D:\temp\HonghaoSu\October-2022\001-CoTXSS1.D"," +EI TIC Scan 001-CoTXSS1.D "
"D:\temp\HonghaoSu\October-2022\001-CoTXSS1.D" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"24" ,5.263,5.282,5.322,143104.04,273414.49,4.73,3.26,0.32,0.059,0.040,235474.79,235723.24,5.224,5.257,5.331,5.348,235474.79,235723.24,2.36,378656.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"25" ,5.350,5.356,5.386,92317.62,73678.31,1.28,2.10,0.09,0.036,0.028,235838.13,235990.65,5.331,5.348,5.397,5.406,235838.13,235990.65,4.95,328183.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"26" ,5.440,5.455,5.493,547774.69,610219.43,10.56,12.46,0.72,0.053,0.018,236217.65,236441.50,5.397,5.406,5.489,5.505,236217.65,236441.50,2.30,784058.00,,,  ,143.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"27" ,5.502,5.538,5.588,1790907.43,1980703.02,34.28,40.75,2.33,0.086,0.016,236478.56,275096.00,5.489,5.505,5.555,5.563,236478.56,236840.57,0.84,2027539.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"28" ,5.588,5.638,5.679,3464790.50,5659471.42,97.96,78.83,6.65,0.091,0.020,275096.00,446850.00,5.555,5.563,5.671,5.687,236840.57,237223.66,0.80,3701840.00,,,  ,75.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"29" ,5.712,5.729,5.762,2989401.41,2963045.39,51.29,68.02,3.48,0.050,0.014,514161.00,296268.00,5.671,5.687,5.762,5.778,237362.93,237571.92,0.97,3226834.00,,,  ,117.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"30" ,5.762,5.803,5.820,440303.98,569939.90,9.87,10.02,0.67,0.058,0.017,296268.00,256844.00,5.762,5.778,5.820,5.828,237571.92,237815.69,0.34,678050.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"31" ,5.820,5.836,5.870,104952.65,133853.79,2.32,2.39,0.16,0.050,0.019,256844.00,244869.00,5.820,5.828,5.853,5.886,237815.69,238024.61,1.50,342838.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"32" ,5.870,5.911,5.928,109484.22,152158.18,2.63,2.49,0.18,0.058,0.019,244869.00,252651.00,5.853,5.886,5.919,5.936,238024.61,238268.45,0.76,347683.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"33" ,5.928,5.952,6.010,1851819.12,1984499.61,34.35,42.13,2.33,0.083,0.014,252651.00,239929.00,5.919,5.936,6.043,6.068,238268.45,238616.71,1.28,2090192.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"34" ,6.070,6.101,6.149,169833.70,267818.12,4.64,3.86,0.31,0.079,0.023,247498.80,249386.69,6.043,6.068,6.151,6.176,247498.80,249386.69,0.87,418089.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"35" ,6.178,6.209,6.222,119794.41,152898.60,2.65,2.73,0.18,0.044,0.028,252387.88,253497.34,6.151,6.176,6.259,6.300,252387.88,253497.34,0.39,372963.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"36" ,6.325,6.358,6.405,1790806.94,1893819.42,32.78,40.75,2.23,0.079,0.015,268846.00,256991.38,6.259,6.300,6.408,6.474,255467.83,256991.38,0.99,2046910.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"37" ,6.475,6.532,6.567,293290.68,763641.00,13.22,6.67,0.90,0.092,0.051,252801.40,253880.60,6.408,6.474,6.565,6.574,252801.40,253880.60,0.57,546761.00,,,  ,117.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"38" ,6.575,6.623,6.681,2550219.45,3364363.48,58.23,58.02,3.95,0.106,0.018,253978.57,290486.00,6.565,6.574,6.673,6.731,253978.57,255223.17,0.66,2804761.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"39" ,6.723,6.756,6.799,1080039.32,1259827.43,21.81,24.57,1.48,0.076,0.017,286177.00,248653.14,6.673,6.731,6.814,6.830,248723.16,248653.14,0.76,1328732.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"40" ,6.880,6.896,6.952,189515.59,360832.87,6.25,4.31,0.42,0.072,0.028,246485.00,241216.64,6.872,6.880,6.954,6.979,243911.62,241216.64,3.51,432810.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"41" ,6.982,7.029,7.054,971130.31,1191437.52,20.62,22.10,1.40,0.072,0.018,247516.79,266580.00,6.954,6.979,7.054,7.062,247516.79,244624.55,0.73,1216758.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"42" ,7.054,7.087,7.137,1401467.96,2223219.87,38.48,31.89,2.61,0.083,0.019,266580.00,267041.00,7.054,7.062,7.128,7.137,244624.55,241281.44,1.86,1644755.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"43" ,7.137,7.170,7.228,1016941.07,1886144.11,32.65,23.14,2.22,0.091,0.029,267041.00,238084.00,7.128,7.137,7.261,7.286,241281.44,237603.95,0.90,1256885.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"44" ,7.300,7.319,7.344,273887.48,410829.06,7.11,6.23,0.48,0.043,0.024,239781.84,357764.00,7.261,7.286,7.335,7.344,239781.84,238016.82,1.64,512917.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"45" ,7.344,7.352,7.408,165468.75,325648.76,5.64,3.76,0.38,0.065,0.034,357764.00,235385.92,7.335,7.344,7.410,7.418,238016.82,235385.92,3.15,403148.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"46" ,7.413,7.451,7.509,382567.88,733254.94,12.69,8.70,0.86,0.096,0.020,235187.69,264196.00,7.410,7.418,7.518,7.534,235187.69,231266.83,1.99,616197.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"47" ,7.530,7.551,7.575,154012.01,168199.96,2.91,3.50,0.20,0.045,0.019,230439.84,228608.17,7.518,7.534,7.567,7.584,230439.84,228608.17,0.98,383591.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"48" ,7.584,7.617,7.671,555021.87,822531.01,14.24,12.63,0.97,0.087,0.020,228205.70,224677.66,7.567,7.584,7.683,7.708,228205.70,224677.66,1.01,781901.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"49" ,7.750,7.783,7.847,167011.63,413859.61,7.16,3.80,0.49,0.098,0.031,223379.00,215980.91,7.683,7.708,7.865,7.890,219288.95,215980.91,2.62,385181.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"50" ,7.893,7.923,7.936,40355.68,60617.79,1.05,0.92,0.07,0.042,0.032,214888.44,214018.85,7.865,7.890,7.940,7.998,214888.44,214018.85,0.38,254629.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"51" ,8.037,8.056,8.073,110580.28,135801.59,2.35,2.52,0.16,0.035,0.020,211943.56,220451.00,8.023,8.031,8.073,8.081,211943.56,211218.18,0.96,322138.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"52" ,8.073,8.106,8.155,434163.55,754285.96,13.06,9.88,0.89,0.083,0.023,220451.00,209771.00,8.073,8.081,8.155,8.164,211218.18,209520.84,1.86,644703.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"53" ,8.155,8.180,8.196,134074.46,151693.48,2.63,3.05,0.18,0.041,0.019,209771.00,208676.89,8.155,8.164,8.197,8.205,209520.84,208676.89,0.67,343086.00,,,  ,109.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"54" ,8.256,8.288,8.386,2420574.76,3941898.31,68.23,55.07,4.63,0.131,0.024,207465.85,204787.78,8.238,8.255,8.387,8.404,207465.85,204787.78,1.30,2627380.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"55" ,8.406,8.445,8.487,362050.16,561272.06,9.72,8.24,0.66,0.081,0.023,200595.44,202285.00,8.387,8.404,8.520,8.528,200595.44,199213.35,0.66,561970.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"56" ,8.575,8.594,8.611,101796.49,143133.01,2.48,2.32,0.17,0.036,0.034,199668.68,269441.00,8.561,8.578,8.611,8.619,199668.68,199255.96,1.58,301245.00,,,  ,109.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"57" ,8.611,8.644,8.702,562838.13,1034477.12,17.91,12.81,1.22,0.091,0.026,269441.00,198196.04,8.611,8.619,8.710,8.752,199255.96,198196.04,0.89,761709.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"58" ,8.803,8.834,8.892,120176.58,299955.38,5.19,2.73,0.35,0.089,0.035,197307.21,199219.00,8.710,8.752,8.884,8.901,197307.21,196581.58,1.89,317230.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"59" ,8.926,8.959,9.050,1073880.77,1798202.54,31.13,24.43,2.11,0.124,0.024,202456.00,197654.00,8.884,8.901,9.041,9.058,195518.85,194624.16,1.04,1269161.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"60" ,9.050,9.091,9.133,550511.11,955764.23,16.54,12.53,1.12,0.083,0.026,197654.00,204420.00,9.041,9.058,9.124,9.141,194624.16,194027.74,0.86,744837.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"61" ,9.133,9.182,9.215,189256.18,451264.33,7.81,4.31,0.53,0.083,0.033,204420.00,219286.00,9.124,9.141,9.207,9.224,194027.74,193431.32,0.94,382926.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"62" ,9.215,9.249,9.280,227202.29,400004.40,6.92,5.17,0.47,0.064,0.028,219286.00,192968.54,9.207,9.224,9.290,9.356,193431.32,192968.54,0.56,420395.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"63" ,9.369,9.406,9.422,233634.80,399548.61,6.92,5.32,0.47,0.053,0.030,192766.15,291496.00,9.290,9.356,9.422,9.431,192766.15,192162.86,0.90,425985.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"64" ,9.422,9.447,9.542,124651.16,439512.15,7.61,2.84,0.52,0.119,0.049,291496.00,190814.62,9.422,9.431,9.538,9.563,192162.86,190814.62,3.13,316533.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"65" ,9.605,9.654,9.712,520023.43,1039005.24,17.98,11.83,1.22,0.108,0.028,213053.00,205252.00,9.538,9.563,9.696,9.721,190102.42,188884.86,0.92,709564.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"66" ,9.712,9.729,9.776,42978.30,79066.56,1.37,0.98,0.09,0.063,0.031,205252.00,188168.82,9.696,9.721,9.754,9.787,188884.86,188168.82,1.00,231676.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"67" ,9.828,9.911,10.019,491755.73,1319923.07,22.85,11.19,1.55,0.190,0.033,192321.00,186248.00,9.820,9.837,10.019,10.035,187573.81,185419.71,0.80,678393.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"68" ,10.086,10.151,10.274,318432.93,1079435.23,18.68,7.25,1.27,0.188,0.043,187240.99,185946.42,10.068,10.093,10.251,10.292,187240.99,185946.42,1.52,505226.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"69" ,10.285,10.317,10.391,86102.45,257675.36,4.46,1.96,0.30,0.107,0.048,186592.67,190868.00,10.251,10.292,10.375,10.391,186592.67,186274.76,2.37,272599.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"70" ,10.391,10.441,10.488,201614.08,567430.12,9.82,4.59,0.67,0.097,0.047,190868.00,185986.98,10.375,10.391,10.483,10.540,186274.76,185986.98,0.76,387741.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"71" ,10.536,10.565,10.590,43627.26,82706.70,1.43,0.99,0.10,0.054,0.033,186123.49,198838.00,10.483,10.540,10.590,10.607,186123.49,185844.62,1.75,229600.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"72" ,10.590,10.640,10.675,75842.51,175517.09,3.04,1.73,0.21,0.085,0.034,198838.00,185406.57,10.590,10.607,10.681,10.822,185844.62,185406.57,0.56,261431.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"73" ,10.835,10.872,10.993,79406.94,327001.27,5.66,1.81,0.38,0.158,0.061,190064.63,192320.16,10.681,10.822,11.004,11.079,190064.63,192320.16,3.54,269995.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"74" ,11.091,11.128,11.153,107754.55,214621.70,3.71,2.45,0.25,0.063,0.032,194915.09,227610.00,11.004,11.079,11.153,11.186,194915.09,196087.19,1.88,303378.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"75" ,11.153,11.228,11.266,308559.89,804988.71,13.93,7.02,0.95,0.113,0.038,227610.00,198195.98,11.153,11.186,11.278,11.336,196087.19,198195.98,0.48,506038.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"76" ,11.402,11.476,11.521,933218.13,2184187.17,37.81,21.23,2.57,0.120,0.034,207351.00,204010.57,11.278,11.336,11.526,11.634,200818.39,204010.57,0.79,1136024.00,,,  ,83.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"77" ,11.625,11.675,11.774,63875.70,278306.09,4.82,1.45,0.33,0.149,0.068,182884.00,190969.00,11.526,11.634,11.758,11.890,182884.00,190969.00,2.49,249455.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"78" ,11.900,11.948,11.989,255919.50,593366.25,10.27,5.82,0.70,0.089,0.037,207827.25,209961.34,11.758,11.890,11.990,11.998,207827.25,209961.34,0.89,464908.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"79" ,11.999,12.039,12.135,606837.86,1831817.02,31.71,13.81,2.15,0.136,0.037,210188.99,213438.85,11.990,11.998,12.131,12.172,210188.99,213438.85,2.46,818004.00,,,  ,218.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"80" ,12.151,12.338,12.371,93080.86,469714.64,8.13,2.12,0.55,0.219,0.077,211837.26,235802.00,12.131,12.172,12.362,12.379,211837.26,217065.48,0.26,309357.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"81" ,12.371,12.412,12.437,105676.84,264487.70,4.58,2.40,0.31,0.066,0.055,235802.00,278867.00,12.362,12.379,12.429,12.445,217065.48,218643.77,0.67,323729.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"82" ,12.437,12.478,12.661,215644.55,1094617.83,18.95,4.91,1.29,0.224,0.046,278867.00,226858.00,12.429,12.445,12.669,12.818,218643.77,223971.04,3.12,435275.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"83" ,12.822,12.992,13.075,39356.38,305328.72,5.28,0.90,0.36,0.253,0.215,232497.13,234974.00,12.669,12.818,13.058,13.083,232497.13,234974.00,0.48,273520.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"84" ,13.075,13.133,13.182,1359420.30,3505339.81,60.67,30.93,4.12,0.108,0.040,234974.00,309300.00,13.058,13.083,13.174,13.182,234974.00,226589.73,0.99,1589879.00,,,  ,189.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"85" ,13.182,13.232,13.277,1116103.38,2893699.31,50.09,25.39,3.40,0.095,0.041,309300.00,247684.91,13.174,13.182,13.290,13.373,244496.87,247684.91,0.71,1362272.00,,,  ,189.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"86" ,13.439,13.505,13.588,2104115.56,5777291.52,100.00,47.87,6.79,0.149,0.041,273889.00,279654.00,13.290,13.373,13.580,13.596,270704.23,279398.95,0.98,2378684.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"87" ,13.588,13.621,13.643,59814.46,103828.34,1.80,1.36,0.12,0.055,0.030,279654.00,282578.17,13.580,13.596,13.663,13.712,279398.95,282578.17,0.69,341146.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"88" ,13.779,13.820,13.845,39506.39,84388.54,1.46,0.90,0.10,0.066,0.035,295337.00,294034.01,13.762,13.795,13.928,14.002,289751.79,294034.01,0.58,331948.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"89" ,14.002,14.044,14.069,32312.68,72354.44,1.25,0.74,0.09,0.066,0.038,244252.00,244835.00,13.928,14.002,14.060,14.234,244252.00,244835.00,0.60,276929.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"90" ,14.242,14.276,14.300,103998.57,188370.45,3.26,2.37,0.22,0.058,0.030,257542.00,294956.00,14.060,14.234,14.309,14.334,257542.00,294956.00,1.26,382920.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"91" ,14.334,14.367,14.416,37681.13,106670.13,1.85,0.86,0.13,0.083,0.057,289108.00,304927.00,14.309,14.334,14.408,14.532,289108.00,304927.00,5.98,333118.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"92" ,15.290,15.311,15.344,220571.02,366627.87,6.35,5.02,0.43,0.054,0.030,842239.04,923462.00,14.408,14.532,15.336,15.352,842239.04,902069.17,2.61,1086036.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\014-Co1-2.D" ,"93" ,15.344,15.394,15.435,84056.96,326613.96,5.65,1.91,0.38,0.091,0.088,923462.00,1016679.00,15.336,15.352,15.394,15.452,902069.17,1002712.27,1.50,1041014.00,,,  ,207.1,,,,,,,,,,,

"D:\temp\HonghaoSu\October-2022\015-Co1-3.D"," +EI TIC Scan 015-Co1-3.d "
"No integration results available"
"D:\temp\HonghaoSu\October-2022\015-Co1-3.D"," +EI TIC Scan 015-Co1-3.d "
"D:\temp\HonghaoSu\October-2022\015-Co1-3.D" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\temp\HonghaoSu\October-2022\015-Co1-3.D" ,"1" ,3.155,3.170,3.187,101859.00,74031.88,1.01,2.25,0.07,0.032,0.014,303710.00,304995.00,3.112,3.129,3.187,3.220,303710.00,303710.00,0.83,405569.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\015-Co1-3.D" ,"2" ,3.228,3.245,3.261,119064.53,99067.59,1.35,2.64,0.10,0.033,0.017,295340.95,306631.00,3.187,3.220,3.253,3.261,295340.95,289676.67,1.07,411601.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\015-Co1-3.D" ,"3" ,3.261,3.278,3.307,292826.01,322931.67,4.42,6.48,0.31,0.046,0.017,306631.00,281691.85,3.253,3.261,3.311,3.336,289676.67,281691.85,0.81,579640.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\015-Co1-3.D" ,"4" ,3.367,3.385,3.435,446869.57,507338.24,6.94,9.89,0.49,0.068,0.014,271361.77,279464.00,3.360,3.369,3.427,3.435,271361.77,259624.26,0.98,715079.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\015-Co1-3.D" ,"5" ,3.435,3.452,3.485,170104.42,210421.39,2.88,3.77,0.20,0.050,0.018,279464.00,257487.00,3.427,3.435,3.468,3.485,259624.26,251036.21,0.95,426866.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\015-Co1-3.D" ,"6" ,3.485,3.493,3.543,43452.13,84962.87,1.16,0.96,0.08,0.058,0.019,257487.00,251689.00,3.468,3.485,3.510,3.543,251036.21,241019.70,1.75,293057.00,,,  ,75.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\015-Co1-3.D" ,"7" ,3.543,3.559,3.592,421456.98,571971.92,7.82,9.33,0.55,0.050,0.020,251689.00,285377.00,3.510,3.543,3.584,3.592,241019.70,232431.65,2.34,659614.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\015-Co1-3.D" ,"8" ,3.592,3.625,3.667,431474.83,792319.69,10.83,9.55,0.76,0.075,0.020,285377.00,297587.00,3.584,3.592,3.659,3.667,232431.65,219552.46,1.00,658184.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\015-Co1-3.D" ,"9" ,3.667,3.683,3.708,204708.22,332656.25,4.55,4.53,0.32,0.041,0.030,297587.00,260064.00,3.659,3.667,3.700,3.717,219552.46,212398.63,1.33,421398.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\015-Co1-3.D" ,"10" ,3.708,3.725,3.758,172894.05,311281.71,4.26,3.83,0.30,0.050,0.031,260064.00,240768.00,3.700,3.717,3.750,3.758,212398.63,203810.58,1.33,382430.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\015-Co1-3.D" ,"11" ,3.783,3.799,3.849,1033084.24,1095262.51,14.98,22.87,1.06,0.066,0.014,265564.00,201129.00,3.750,3.758,3.866,3.882,199516.56,188068.71,1.77,1229741.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\015-Co1-3.D" ,"12" ,3.948,3.982,4.056,2320196.31,3263520.14,44.62,51.36,3.14,0.108,0.016,181297.00,263693.00,3.907,3.948,4.040,4.056,177964.05,211814.94,3.00,2508574.00,,,  ,68.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\015-Co1-3.D" ,"13" ,4.056,4.073,4.130,399533.57,752972.68,10.30,8.84,0.73,0.074,0.030,263693.00,219224.43,4.040,4.056,4.131,4.147,219224.43,219224.43,1.41,618758.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\015-Co1-3.D" ,"14" ,4.154,4.172,4.197,623370.02,653214.53,8.93,13.80,0.63,0.043,0.017,230562.91,254355.00,4.131,4.147,4.197,4.214,230562.91,231579.96,1.06,854360.00,,,  ,82.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\015-Co1-3.D" ,"15" ,4.214,4.230,4.294,761523.39,870188.26,11.90,16.86,0.84,0.080,0.016,259464.00,233883.61,4.197,4.214,4.296,4.313,231973.28,233883.61,2.05,993890.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\015-Co1-3.D" ,"16" ,4.314,4.329,4.387,186829.25,449709.14,6.15,4.14,0.43,0.073,0.050,234366.23,236100.72,4.296,4.313,4.387,4.396,234366.23,236100.72,4.29,421555.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\015-Co1-3.D" ,"17" ,4.398,4.412,4.466,151263.64,240014.85,3.28,3.35,0.23,0.068,0.015,236345.12,237957.54,4.387,4.396,4.462,4.470,236345.12,237957.54,4.24,387956.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\015-Co1-3.D" ,"18" ,4.473,4.487,4.520,160341.09,192457.31,2.63,3.55,0.19,0.047,0.031,238143.90,249659.00,4.462,4.470,4.520,4.528,238143.90,239248.16,2.78,398803.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\015-Co1-3.D" ,"19" ,4.520,4.545,4.570,303268.86,293706.69,4.02,6.71,0.28,0.050,0.014,249659.00,243801.00,4.520,4.528,4.570,4.594,239248.16,240428.13,1.07,543107.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\015-Co1-3.D" ,"20" ,4.637,4.669,4.693,1264229.33,1218756.27,16.66,27.99,1.17,0.056,0.015,242019.39,243352.24,4.628,4.636,4.694,4.744,242019.39,243352.24,1.09,1507017.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\015-Co1-3.D" ,"21" ,4.744,4.760,4.818,898674.62,1065559.85,14.57,19.89,1.03,0.074,0.016,245933.66,269765.00,4.694,4.744,4.810,4.826,245933.66,248731.73,2.32,1145222.00,,,  ,219.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\015-Co1-3.D" ,"22" ,4.859,4.884,4.917,4517170.77,5175292.99,70.76,100.00,4.99,0.058,0.017,327397.00,452748.00,4.810,4.826,4.909,4.917,250292.44,252476.79,0.98,4768399.00,,,  ,117.1,,,,,,,,,,,
