"D:\temp\HonghaoSu\October-2022\Co-batch2\00-Blank-3.D"," +EI TIC Scan 00-Blank-3.d "
"No integration results available"
"D:\temp\HonghaoSu\October-2022\Co-batch2\00-Blank-3.D"," +EI TIC Scan 00-Blank-3.d "
"D:\temp\HonghaoSu\October-2022\Co-batch2\00-Blank-3.D" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"14" ,4.641,4.669,4.691,636180.79,560741.75,7.81,18.64,1.07,0.049,0.014,176976.30,175542.29,4.628,4.636,4.719,4.735,176976.30,175542.29,1.22,812352.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"15" ,4.744,4.760,4.826,212320.40,509629.24,7.10,6.22,0.97,0.082,0.039,175368.48,226813.00,4.719,4.735,4.810,4.826,175368.48,174519.20,4.72,387523.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"16" ,4.859,4.884,4.917,1678811.60,2409816.31,33.58,49.20,4.61,0.058,0.020,243664.00,368755.00,4.810,4.826,4.917,4.934,174177.68,173579.87,2.45,1852733.00,,,  ,117.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"17" ,4.917,4.942,5.019,281733.40,646884.62,9.01,8.26,1.24,0.102,0.039,368755.00,172530.81,4.917,4.934,5.067,5.083,173579.87,172530.81,1.29,455057.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"18" ,5.085,5.108,5.158,621371.29,642028.88,8.95,18.21,1.23,0.073,0.015,171790.31,172393.00,5.067,5.083,5.158,5.182,171790.31,171143.17,1.05,792956.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"19" ,5.259,5.274,5.333,72418.24,181240.70,2.53,2.12,0.35,0.074,0.050,172382.78,173974.25,5.224,5.257,5.323,5.348,172382.78,173974.25,4.30,245106.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"20" ,5.441,5.456,5.495,256364.66,281728.16,3.93,7.51,0.54,0.055,0.017,176281.25,177454.61,5.398,5.414,5.489,5.514,176281.25,177454.61,2.17,432966.00,,,  ,143.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"21" ,5.500,5.539,5.555,835954.28,902251.25,12.57,24.50,1.72,0.055,0.017,180110.01,196283.00,5.489,5.514,5.555,5.563,180110.01,196283.00,0.65,1027405.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"22" ,5.588,5.638,5.713,3412453.71,7176227.31,100.00,100.00,13.72,0.124,0.024,240649.00,473073.00,5.555,5.563,5.704,5.713,214639.61,283467.67,1.39,3654619.00,,,  ,75.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"23" ,5.713,5.729,5.770,1061980.04,1197254.29,16.68,31.12,2.29,0.058,0.017,473073.00,309377.00,5.704,5.713,5.762,5.779,288639.79,284115.13,0.79,1349328.00,,,  ,117.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"24" ,5.787,5.804,5.817,178829.13,179777.40,2.51,5.24,0.34,0.030,0.017,299347.00,279921.55,5.762,5.779,5.820,5.828,282065.51,279921.55,0.19,459691.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"25" ,5.936,5.953,5.995,924717.13,827319.18,11.53,27.10,1.58,0.060,0.013,271254.35,266947.08,5.920,5.936,6.052,6.085,271254.35,266947.08,0.98,1194732.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"26" ,6.176,6.209,6.226,87685.67,155084.63,2.16,2.57,0.30,0.050,0.033,217265.00,201106.00,6.151,6.176,6.259,6.309,217265.00,201106.00,0.34,294178.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"27" ,6.336,6.358,6.396,876056.49,930530.05,12.97,25.67,1.78,0.061,0.017,244075.52,240044.22,6.259,6.309,6.408,6.441,244075.52,240044.22,0.94,1118627.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"28" ,6.484,6.499,6.549,98726.49,173179.19,2.41,2.89,0.33,0.065,0.044,234235.13,231915.00,6.466,6.474,6.566,6.574,234235.13,229884.69,3.08,331920.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"29" ,6.580,6.624,6.674,1460764.98,1845542.54,25.72,42.81,3.53,0.095,0.018,229711.50,223833.49,6.566,6.574,6.673,6.731,229711.50,223833.49,0.62,1687747.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"30" ,6.731,6.756,6.772,472362.95,505467.00,7.04,13.84,0.97,0.042,0.018,222725.31,220372.65,6.673,6.731,6.814,6.831,222725.31,220372.65,0.67,693656.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"31" ,6.882,6.897,6.930,86391.06,106563.98,1.48,2.53,0.20,0.048,0.024,211225.84,210025.00,6.814,6.831,6.955,6.980,211225.84,209215.22,1.75,296996.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"32" ,6.986,7.029,7.054,533815.71,685569.39,9.55,15.64,1.31,0.068,0.019,207203.77,210550.00,6.955,6.980,7.046,7.062,207203.77,205030.33,0.66,739641.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"33" ,7.054,7.079,7.137,850345.10,1325784.45,18.47,24.92,2.53,0.083,0.019,210550.00,219396.00,7.046,7.062,7.129,7.137,205030.33,202380.99,3.22,1054581.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"34" ,7.137,7.170,7.228,558878.43,1035921.55,14.44,16.38,1.98,0.091,0.029,219396.00,203286.00,7.129,7.137,7.220,7.228,202380.99,199466.66,0.77,760200.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"35" ,7.296,7.319,7.410,137032.75,417573.44,5.82,4.02,0.80,0.115,0.048,198422.81,213257.00,7.261,7.294,7.402,7.419,198422.81,194641.11,5.12,334676.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"36" ,7.410,7.452,7.518,205041.21,563767.07,7.86,6.01,1.08,0.108,0.050,213257.00,194793.00,7.402,7.419,7.518,7.526,194641.11,191093.02,1.45,398318.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"37" ,7.518,7.551,7.576,95822.32,127414.18,1.78,2.81,0.24,0.058,0.020,194793.00,195849.00,7.518,7.526,7.568,7.584,191093.02,189182.76,0.80,285824.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"38" ,7.576,7.617,7.670,293356.55,453621.69,6.32,8.60,0.87,0.094,0.021,195849.00,186082.39,7.568,7.584,7.675,7.708,189182.76,186082.39,0.87,481175.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"39" ,7.725,7.775,7.845,106737.54,289928.15,4.04,3.13,0.55,0.120,0.033,195945.00,182271.57,7.675,7.708,7.849,7.882,185359.87,182271.57,2.81,290820.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"40" ,8.032,8.048,8.073,156190.71,164131.69,2.29,4.58,0.31,0.041,0.019,180985.88,182256.00,7.982,8.031,8.073,8.081,180985.88,180257.25,1.47,336894.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"41" ,8.073,8.106,8.156,244704.88,416234.84,5.80,7.17,0.80,0.083,0.023,182256.00,183435.00,8.073,8.081,8.147,8.156,180257.25,178769.73,1.70,424367.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"42" ,8.156,8.172,8.197,121233.83,150044.36,2.09,3.55,0.29,0.041,0.020,183435.00,186711.00,8.147,8.156,8.189,8.197,178769.73,178025.82,1.50,299706.00,,,  ,109.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"43" ,8.197,8.214,8.234,63694.74,73217.53,1.02,1.87,0.14,0.037,0.020,186711.00,177362.71,8.189,8.197,8.238,8.255,178025.82,177362.71,0.62,241423.00,,,  ,109.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"44" ,8.256,8.288,8.358,661126.48,1028326.42,14.33,19.37,1.97,0.102,0.023,176965.24,175134.05,8.238,8.255,8.388,8.404,176965.24,175134.05,1.06,837516.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"45" ,8.408,8.437,8.467,168149.57,243455.41,3.39,4.93,0.47,0.059,0.023,178311.25,177596.35,8.388,8.404,8.470,8.487,178311.25,177596.35,1.05,346110.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"46" ,8.573,8.595,8.611,71718.12,99213.71,1.38,2.10,0.19,0.038,0.037,176318.96,213021.00,8.561,8.570,8.603,8.619,176318.96,175855.59,1.28,247774.00,,,  ,75.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"47" ,8.611,8.644,8.683,291850.41,478133.78,6.66,8.55,0.91,0.072,0.025,213021.00,174982.68,8.603,8.619,8.711,8.744,175855.59,174982.68,0.55,467305.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"48" ,8.803,8.826,8.884,59717.06,141564.52,1.97,1.75,0.27,0.082,0.035,170895.41,171718.00,8.711,8.744,8.876,8.893,170895.41,170547.99,2.85,230512.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"49" ,8.918,8.951,9.050,836496.40,1422703.21,19.83,24.51,2.72,0.133,0.024,182351.00,181027.00,8.876,8.893,9.017,9.050,169748.98,169151.63,1.44,1006096.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"50" ,9.050,9.083,9.125,435512.02,729091.58,10.16,12.76,1.39,0.075,0.026,181027.00,186111.00,9.017,9.050,9.116,9.133,170267.52,169793.79,1.15,605569.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"51" ,9.125,9.183,9.216,183084.56,471440.01,6.57,5.37,0.90,0.091,0.046,186111.00,183534.00,9.116,9.133,9.207,9.216,169793.79,169214.89,0.45,352510.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"52" ,9.216,9.241,9.274,144240.91,245638.41,3.42,4.23,0.47,0.058,0.028,183534.00,168847.05,9.207,9.216,9.282,9.348,169214.89,168847.05,0.86,313298.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"53" ,9.359,9.398,9.472,173569.91,510034.61,7.11,5.09,0.97,0.114,0.035,168435.14,199038.00,9.282,9.348,9.464,9.481,168435.14,167726.80,2.62,341761.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"54" ,9.472,9.497,9.534,46956.00,104477.49,1.46,1.38,0.20,0.062,0.047,199038.00,167343.68,9.464,9.481,9.539,9.564,167726.80,167343.68,0.90,214528.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"55" ,9.613,9.655,9.753,219129.19,468796.89,6.53,6.42,0.90,0.140,0.029,171578.00,165978.37,9.597,9.622,9.754,9.787,166849.81,165978.37,0.86,385721.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"56" ,9.835,9.903,9.977,264476.20,827399.28,11.53,7.75,1.58,0.143,0.036,167112.52,165695.85,9.812,9.837,9.978,10.036,167112.52,165695.85,1.04,430908.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"57" ,10.085,10.152,10.243,597015.21,1472067.61,20.51,17.50,2.81,0.157,0.034,165835.00,165496.00,10.069,10.094,10.243,10.292,165082.59,163204.37,0.68,761307.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"58" ,10.284,10.317,10.374,55554.68,158825.42,2.21,1.63,0.30,0.090,0.051,163517.14,162873.19,10.243,10.292,10.367,10.392,163517.14,162873.19,1.96,218836.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"59" ,10.389,10.433,10.491,115133.36,323149.21,4.50,3.37,0.62,0.102,0.048,162767.13,162037.57,10.367,10.392,10.483,10.533,162767.13,162037.57,1.02,277584.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"60" ,10.519,10.566,10.599,86099.89,169048.94,2.36,2.52,0.32,0.080,0.030,160251.56,169217.00,10.483,10.533,10.590,10.607,160251.56,160238.87,1.32,246344.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"61" ,10.599,10.632,10.692,62657.37,147711.48,2.06,1.84,0.28,0.093,0.034,169217.00,160224.09,10.590,10.607,10.690,10.822,160238.87,160224.09,0.98,222891.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"62" ,10.818,10.872,10.993,47683.38,250207.28,3.49,1.40,0.48,0.175,0.114,160204.16,160176.51,10.690,10.822,10.996,11.079,160204.16,160176.51,2.88,207879.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"63" ,11.083,11.121,11.145,66117.46,140397.67,1.96,1.94,0.27,0.063,0.038,163988.32,190279.00,10.996,11.079,11.145,11.154,163988.32,164248.78,1.09,230263.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"64" ,11.145,11.220,11.263,183543.57,546600.62,7.62,5.38,1.04,0.117,0.036,190279.00,164736.25,11.145,11.154,11.270,11.328,164248.78,164736.25,0.47,348102.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"65" ,11.391,11.468,11.517,466025.25,1177016.44,16.40,13.66,2.25,0.127,0.037,164929.48,166078.65,11.270,11.328,11.526,11.609,164929.48,166078.65,0.67,631660.00,,,  ,83.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"66" ,11.631,11.675,11.733,30253.05,98514.36,1.37,0.89,0.19,0.102,0.053,167115.85,169109.00,11.526,11.609,11.758,11.866,167115.85,168041.53,1.30,197768.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"67" ,11.874,11.940,11.998,169300.55,519704.48,7.24,4.96,0.99,0.124,0.042,167774.08,191772.00,11.758,11.866,11.982,11.998,167774.08,169117.88,1.03,337792.00,,,  ,75.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"68" ,11.998,12.032,12.056,202876.34,449708.16,6.27,5.95,0.86,0.058,0.047,191772.00,301614.00,11.982,11.998,12.056,12.065,169117.88,169744.14,0.67,372352.00,,,  ,218.3,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"69" ,12.056,12.081,12.131,236805.39,615379.58,8.58,6.94,1.18,0.075,0.048,301614.00,195540.00,12.056,12.065,12.123,12.164,169744.14,170549.37,3.33,406818.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"70" ,12.131,12.272,12.355,75803.48,609352.19,8.49,2.22,1.16,0.224,0.164,195540.00,199483.00,12.123,12.164,12.338,12.379,170549.37,172965.24,0.72,247874.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"71" ,12.355,12.396,12.421,49262.48,152655.78,2.13,1.44,0.29,0.066,0.091,199483.00,203751.00,12.338,12.379,12.404,12.429,172965.24,173680.99,0.57,222675.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"72" ,12.421,12.470,12.553,441397.25,1377512.63,19.20,12.93,2.63,0.133,0.041,203751.00,237667.00,12.404,12.429,12.545,12.578,173680.99,175112.47,2.78,615615.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"73" ,12.553,12.595,12.744,78338.08,346242.80,4.82,2.30,0.66,0.190,0.072,237667.00,178898.00,12.545,12.578,12.686,12.802,175112.47,177170.39,1.94,253898.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"74" ,12.760,12.851,12.885,36074.70,134029.03,1.87,1.06,0.26,0.124,0.060,178936.00,195404.00,12.686,12.802,12.860,12.951,177093.00,178673.94,1.27,214327.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"75" ,12.885,12.992,13.067,74815.94,406895.89,5.67,2.19,0.78,0.182,0.085,195404.00,205215.00,12.860,12.951,13.058,13.083,178673.94,180992.54,0.69,254860.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"76" ,13.067,13.125,13.174,314303.80,876544.80,12.21,9.21,1.68,0.108,0.042,205215.00,224248.00,13.058,13.083,13.166,13.174,180992.54,182362.66,1.22,496034.00,,,  ,189.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"77" ,13.174,13.224,13.288,696328.09,1805329.34,25.16,20.41,3.45,0.114,0.040,224248.00,183809.96,13.166,13.174,13.282,13.365,182362.66,183809.96,0.81,879323.00,,,  ,189.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"78" ,13.423,13.497,13.580,1185796.45,3445421.54,48.01,34.75,6.59,0.157,0.043,209326.00,211674.00,13.282,13.365,13.572,13.597,185691.36,187802.91,1.13,1372488.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"79" ,13.580,13.613,13.660,43072.46,121524.45,1.69,1.26,0.23,0.079,0.065,211674.00,188869.28,13.572,13.597,13.655,13.704,187802.91,188869.28,1.02,231320.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"80" ,13.696,13.746,13.771,47103.38,121682.58,1.70,1.38,0.23,0.075,0.063,189351.63,219811.00,13.655,13.704,13.762,13.787,189351.63,190359.09,1.09,237129.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"81" ,13.771,13.812,13.925,57535.34,240717.20,3.35,1.69,0.46,0.155,0.079,219811.00,192435.76,13.762,13.787,13.928,14.011,190359.09,192435.76,2.16,248450.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"82" ,15.288,15.311,15.336,130743.00,210853.82,2.94,3.83,0.40,0.048,0.031,612516.85,682267.00,14.375,14.533,15.336,15.344,612516.85,682267.00,1.80,777231.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\070-Co3-1M-4.D" ,"83" ,15.354,15.394,15.436,50737.53,153120.75,2.13,1.49,0.29,0.082,0.061,717272.49,761386.75,15.336,15.344,15.410,15.493,717272.49,761386.75,3.17,789586.00,,,  ,207.1,,,,,,,,,,,

"D:\temp\HonghaoSu\October-2022\Co-batch2\071-Co3-1M-5.D"," +EI TIC Scan 071-Co3-1M-5.d "
"No integration results available"
"D:\temp\HonghaoSu\October-2022\Co-batch2\071-Co3-1M-5.D"," +EI TIC Scan 071-Co3-1M-5.d "
"D:\temp\HonghaoSu\October-2022\Co-batch2\071-Co3-1M-5.D" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\temp\HonghaoSu\October-2022\Co-batch2\071-Co3-1M-5.D" ,"1" ,3.145,3.170,3.225,131280.46,162736.74,2.53,4.64,0.36,0.080,0.017,211532.00,207338.50,3.112,3.145,3.194,3.228,211011.68,207338.50,0.75,341153.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\071-Co3-1M-5.D" ,"2" ,3.314,3.335,3.361,267633.20,230318.39,3.58,9.46,0.51,0.047,0.012,203240.53,201105.28,3.294,3.319,3.360,3.368,203240.53,201105.28,1.00,469913.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\071-Co3-1M-5.D" ,"3" ,3.370,3.385,3.401,224985.71,140638.78,2.19,7.95,0.31,0.031,0.011,200693.96,199260.44,3.360,3.368,3.426,3.435,200693.96,199260.44,1.02,424988.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\071-Co3-1M-5.D" ,"4" ,3.549,3.559,3.587,173614.16,183535.14,2.85,6.14,0.41,0.039,0.017,192500.10,190732.21,3.493,3.542,3.584,3.609,192500.10,190732.21,2.86,365644.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\071-Co3-1M-5.D" ,"5" ,3.597,3.625,3.658,167760.86,180582.03,2.81,5.93,0.40,0.062,0.014,190297.36,187721.00,3.584,3.609,3.650,3.675,190297.36,187474.05,1.40,356753.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\071-Co3-1M-5.D" ,"6" ,3.782,3.799,3.853,514907.46,506939.20,7.89,18.20,1.12,0.071,0.013,163988.00,129689.74,3.749,3.774,3.857,3.874,152495.29,129689.74,1.11,662079.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\071-Co3-1M-5.D" ,"7" ,3.874,3.890,3.911,104363.64,94036.15,1.46,3.69,0.21,0.038,0.014,123220.00,126943.37,3.857,3.874,3.915,3.923,123220.00,126943.37,1.24,229228.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\071-Co3-1M-5.D" ,"8" ,3.948,3.981,4.056,1402839.82,1852702.36,28.82,49.60,4.10,0.108,0.016,186711.00,157044.00,3.915,3.923,4.039,4.056,142768.66,144131.89,2.98,1546028.00,,,  ,68.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\071-Co3-1M-5.D" ,"9" ,4.056,4.089,4.105,220380.80,348717.26,5.42,7.79,0.77,0.050,0.027,157044.00,189019.00,4.039,4.056,4.097,4.105,144131.89,144760.95,0.54,364932.00,,,  ,82.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\071-Co3-1M-5.D" ,"10" ,4.105,4.122,4.141,137980.29,153802.19,2.39,4.88,0.34,0.036,0.019,189019.00,145210.69,4.097,4.105,4.139,4.147,144760.95,145210.69,0.52,282951.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\071-Co3-1M-5.D" ,"11" ,4.149,4.172,4.197,367941.22,382063.97,5.94,13.01,0.85,0.048,0.017,145306.45,146245.00,4.139,4.147,4.188,4.213,145306.45,145914.42,0.97,513541.00,,,  ,82.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\071-Co3-1M-5.D" ,"12" ,4.213,4.230,4.290,292152.06,316201.43,4.92,10.33,0.70,0.077,0.016,158522.00,147101.96,4.188,4.213,4.296,4.313,146124.18,147101.96,1.70,438486.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\071-Co3-1M-5.D" ,"13" ,4.315,4.346,4.379,96050.96,154532.35,2.40,3.40,0.34,0.064,0.025,147415.53,151766.00,4.296,4.313,4.370,4.404,147415.53,148221.35,0.99,243853.00,,,  ,204.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\071-Co3-1M-5.D" ,"14" ,4.379,4.412,4.460,54064.45,87537.69,1.36,1.91,0.19,0.081,0.015,151766.00,146673.86,4.370,4.404,4.462,4.478,146678.40,146673.86,0.49,200741.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\071-Co3-1M-5.D" ,"15" ,4.529,4.544,4.562,121090.15,95402.28,1.48,4.28,0.21,0.033,0.013,146029.15,145938.19,4.520,4.528,4.569,4.602,146029.15,145938.19,1.16,267076.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\071-Co3-1M-5.D" ,"16" ,4.640,4.669,4.691,539872.26,487669.16,7.59,19.09,1.08,0.051,0.014,151032.64,150847.88,4.627,4.636,4.693,4.718,151032.64,150847.88,1.24,690802.00,,,  ,71.1,,,,,,,,,,,
